HAB_ID,PACKET_NO,MISSION_TIME,TIMESTAMP,TEMPERATURE,PRESSURE,HUMIDITY,ALTITUDE,UV_INDEX,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_X,GYRO_Y,GYRO_Z,MAGNETIC_FIELD,LATITUDE,LONGITUDE,BATTERY_PERCENT,CAMERA_STATUS,STATUS_FLAG,RSSI,DSB_TEMP,AHT_TEMP,GPS_FIX,GPS_TIME,GPS_DATE
HAB-MUM-01,6,16:05:38,2026-06-06T16:05:38.643116,21.1,803.14,45.1,1917.6,3.25,-25.0,4.0,965.0,0.0,0.0,0.0,0.0,19.077918,72.879618,100.0,ON,OK,0,21.5,21.1,1,160538,060626
HAB-MUM-01,6,16:12:30,2026-06-06T16:12:30.859939,21.3,812.48,67.9,1824.2,1.68,-68.0,61.0,976.0,0.0,0.0,0.0,0.0,19.077824,72.879524,100.0,ON,OK,0,20.7,21.3,1,161230,060626
HAB-MUM-01,6,16:15:32,2026-06-06T16:15:32.152110,21.8,840.31,48.4,1550.8,0.51,28.0,-72.0,1028.0,0.0,0.0,0.0,0.0,19.077551,72.879251,100.0,ON,OK,0,22.5,21.3,1,161532,060626
HAB-MUM-01,6,16:18:37,2026-06-06T16:18:37.529017,22.1,852.34,52.3,1435.0,1.33,-5.0,23.0,1037.0,0.0,0.0,0.0,0.0,19.077435,72.879135,100.0,ON,OK,0,21.6,22.6,1,161837,060626
HAB-MUM-01,7,16:05:39,2026-06-06T16:05:39.651945,20.6,777.39,57.3,2179.7,1.7,29.0,-18.0,1037.0,0.0,0.0,0.0,0.0,19.07818,72.87988,100.0,ON,OK,0,21.4,21.1,1,160539,060626
HAB-MUM-01,7,16:12:31,2026-06-06T16:12:31.865945,20.7,780.28,49.2,2149.9,3.65,20.0,33.0,976.0,0.0,0.0,0.0,0.0,19.07815,72.87985,100.0,ON,OK,0,21.5,20.2,1,161231,060626
HAB-MUM-01,7,16:15:33,2026-06-06T16:15:33.165510,21.4,815.38,52.0,1795.3,2.21,-61.0,-4.0,1008.0,0.0,0.0,0.0,0.0,19.077795,72.879495,100.0,ON,OK,0,21.9,21.9,1,161533,060626
HAB-MUM-01,7,16:18:38,2026-06-06T16:18:38.533269,21.3,811.99,60.9,1829.0,2.48,-20.0,17.0,1029.0,0.0,0.0,0.0,0.0,19.077829,72.879529,100.0,ON,OK,0,21.4,20.9,1,161838,060626
HAB-MUM-01,8,16:05:40,2026-06-06T16:05:40.656279,20.1,755.08,48.5,2412.7,1.84,-33.0,95.0,976.0,0.0,0.0,0.0,0.0,19.078413,72.880113,100.0,ON,OK,0,20.7,20.1,1,160540,060626
HAB-MUM-01,8,16:12:32,2026-06-06T16:12:32.872125,19.9,743.92,62.5,2531.3,2.89,97.0,-76.0,1030.0,0.0,0.0,0.0,0.0,19.078531,72.880231,100.0,ON,OK,0,19.5,20.1,1,161232,060626
HAB-MUM-01,8,16:15:34,2026-06-06T16:15:34.169360,20.8,788.04,45.5,2070.5,3.13,-57.0,-4.0,998.0,0.0,0.0,0.0,0.0,19.078071,72.879771,100.0,ON,OK,0,20.6,21.0,1,161534,060626
HAB-MUM-01,8,16:18:39,2026-06-06T16:18:39.537433,20.8,785.63,62.2,2095.1,1.47,-68.0,-31.0,1016.0,0.0,0.0,0.0,0.0,19.078095,72.879795,100.0,ON,OK,0,20.6,21.1,1,161839,060626
HAB-MUM-01,9,16:05:41,2026-06-06T16:05:41.665406,19.7,733.92,55.4,2638.8,1.46,-99.0,-34.0,1050.0,0.0,0.0,0.0,0.0,19.078639,72.880339,100.0,ON,OK,0,18.9,20.0,1,160541,060626
HAB-MUM-01,9,16:12:33,2026-06-06T16:12:33.875954,19.1,709.04,47.1,2911.5,1.62,-28.0,-6.0,1012.0,0.0,0.0,0.0,0.0,19.078912,72.880612,100.0,ON,OK,0,18.4,19.4,1,161233,060626
HAB-MUM-01,9,16:15:35,2026-06-06T16:15:35.175315,20.3,762.55,62.6,2334.1,1.46,20.0,-60.0,994.0,0.0,0.0,0.0,0.0,19.078334,72.880034,100.0,ON,OK,0,21.2,20.8,1,161535,060626
HAB-MUM-01,9,16:18:40,2026-06-06T16:18:40.544260,20.2,756.77,51.1,2394.8,2.64,-94.0,-66.0,1011.0,0.0,0.0,0.0,0.0,19.078395,72.880095,100.0,ON,OK,0,19.2,20.4,1,161840,060626
HAB-MUM-01,10,16:05:42,2026-06-06T16:05:42.677068,19.2,712.61,62.3,2871.9,2.47,44.0,18.0,1007.0,0.0,0.0,0.0,0.0,19.078872,72.880572,100.0,ON,OK,0,19.6,19.2,1,160542,060626
HAB-MUM-01,10,16:12:34,2026-06-06T16:12:34.878573,18.6,683.88,52.8,3195.3,3.14,-89.0,54.0,973.0,0.0,0.0,0.0,0.0,19.079195,72.880895,100.0,ON,OK,0,19.3,18.7,1,161234,060626
HAB-MUM-01,10,16:15:36,2026-06-06T16:15:36.184004,19.8,739.97,53.5,2573.6,1.4,46.0,37.0,1030.0,0.0,0.0,0.0,0.0,19.078574,72.880274,100.0,ON,OK,0,19.5,19.6,1,161536,060626
HAB-MUM-01,10,16:18:41,2026-06-06T16:18:41.550430,19.5,724.38,46.2,2742.4,2.25,-87.0,-9.0,1014.0,0.0,0.0,0.0,0.0,19.078742,72.880442,100.0,ON,OK,0,18.7,19.9,1,161841,060626
HAB-MUM-01,11,16:05:43,2026-06-06T16:05:43.686395,18.4,678.51,47.8,3256.9,3.98,-34.0,-29.0,986.0,0.0,0.0,0.0,0.0,19.079257,72.880957,100.0,ON,OK,0,19.2,18.7,1,160543,060626
HAB-MUM-01,11,16:12:35,2026-06-06T16:12:35.881624,18.0,660.47,47.9,3467.1,2.53,37.0,67.0,1000.0,0.0,0.0,0.0,0.0,19.079467,72.881167,100.0,ON,OK,0,18.0,18.1,1,161235,060626
HAB-MUM-01,11,16:15:37,2026-06-06T16:15:37.194901,19.1,707.76,66.6,2925.7,1.22,6.0,-31.0,977.0,0.0,0.0,0.0,0.0,19.078926,72.880626,100.0,ON,OK,0,19.0,19.0,1,161537,060626
HAB-MUM-01,11,16:18:42,2026-06-06T16:18:42.559614,18.8,695.81,46.7,3059.7,2.81,37.0,21.0,1023.0,0.0,0.0,0.0,0.0,19.07906,72.88076,100.0,ON,OK,0,17.9,18.7,1,161842,060626
HAB-MUM-01,12,16:05:44,2026-06-06T16:05:44.724180,17.7,647.95,53.6,3615.5,1.64,62.0,14.0,1050.0,0.0,0.0,0.0,0.0,19.079616,72.881316,100.0,ON,OK,0,17.8,18.2,1,160544,060626
HAB-MUM-01,12,16:12:36,2026-06-06T16:12:36.885018,17.6,641.24,48.8,3696.1,0.75,21.0,33.0,1037.0,0.0,0.0,0.0,0.0,19.079696,72.881396,100.0,ON,OK,0,16.9,17.5,1,161236,060626
HAB-MUM-01,12,16:15:38,2026-06-06T16:15:38.199773,18.5,681.06,67.2,3227.6,2.71,-88.0,74.0,1007.0,0.0,0.0,0.0,0.0,19.079228,72.880928,100.0,ON,OK,0,18.9,18.2,1,161538,060626
HAB-MUM-01,12,16:18:43,2026-06-06T16:18:43.578345,18.3,674.52,60.1,3303.0,1.16,62.0,-43.0,1032.0,0.0,0.0,0.0,0.0,19.079303,72.881003,100.0,ON,OK,0,17.9,18.3,1,161843,060626
HAB-MUM-01,13,16:05:45,2026-06-06T16:05:45.735963,17.0,619.35,47.4,3963.8,3.89,-21.0,10.0,1024.0,0.0,0.0,0.0,0.0,19.079964,72.881664,100.0,ON,OK,0,17.0,17.3,1,160545,060626
HAB-MUM-01,13,16:12:37,2026-06-06T16:12:37.888828,17.1,620.59,59.5,3948.5,0.69,-80.0,-54.0,960.0,0.0,0.0,0.0,0.0,19.079949,72.881649,100.0,ON,OK,0,16.4,17.0,1,161237,060626
HAB-MUM-01,13,16:15:39,2026-06-06T16:15:39.207182,17.8,650.56,63.4,3584.4,3.02,68.0,-1.0,993.0,0.0,0.0,0.0,0.0,19.079584,72.881284,100.0,ON,OK,0,18.4,17.7,1,161539,060626
HAB-MUM-01,13,16:18:44,2026-06-06T16:18:44.588917,17.9,654.94,55.4,3532.3,3.9,-32.0,45.0,1023.0,0.0,0.0,0.0,0.0,19.079532,72.881232,100.0,ON,OK,0,17.7,17.6,1,161844,060626
HAB-MUM-01,14,16:05:46,2026-06-06T16:05:46.743117,16.3,589.67,51.8,4339.3,2.6,64.0,-91.0,978.0,0.0,0.0,0.0,0.0,19.080339,72.882039,100.0,ON,OK,0,15.9,16.5,1,160546,060626
HAB-MUM-01,14,16:12:38,2026-06-06T16:12:38.892161,16.5,596.96,51.4,4245.7,0.68,-63.0,78.0,977.0,0.0,0.0,0.0,0.0,19.080246,72.881946,100.0,ON,OK,0,15.7,16.1,1,161238,060626
HAB-MUM-01,14,16:15:40,2026-06-06T16:15:40.216609,17.0,620.41,49.1,3950.7,2.61,70.0,-36.0,1033.0,0.0,0.0,0.0,0.0,19.079951,72.881651,100.0,ON,OK,0,16.6,17.4,1,161540,060626
HAB-MUM-01,14,16:18:45,2026-06-06T16:18:45.596931,17.2,624.72,54.8,3897.4,1.7,-87.0,0.0,1040.0,0.0,0.0,0.0,0.0,19.079897,72.881597,100.0,ON,OK,0,17.8,16.8,1,161845,060626
HAB-MUM-01,15,16:05:47,2026-06-06T16:05:47.752676,15.8,573.0,65.3,4556.9,3.57,-79.0,70.0,1001.0,0.0,0.0,0.0,0.0,19.080557,72.882257,100.0,ON,OK,0,15.4,16.1,1,160547,060626
HAB-MUM-01,15,16:12:39,2026-06-06T16:12:39.897131,15.7,569.29,69.4,4606.0,2.2,-12.0,91.0,1041.0,0.0,0.0,0.0,0.0,19.080606,72.882306,100.0,ON,OK,0,15.0,15.9,1,161239,060626
HAB-MUM-01,15,16:15:41,2026-06-06T16:15:41.219756,16.3,592.32,58.1,4305.1,2.68,71.0,8.0,1017.0,0.0,0.0,0.0,0.0,19.080305,72.882005,100.0,ON,OK,0,15.8,15.9,1,161541,060626
HAB-MUM-01,15,16:18:46,2026-06-06T16:18:46.607687,16.4,595.24,55.8,4267.7,3.63,-64.0,67.0,981.0,0.0,0.0,0.0,0.0,19.080268,72.881968,100.0,ON,OK,0,15.6,16.5,1,161846,060626
HAB-MUM-01,16,16:05:48,2026-06-06T16:05:48.765088,15.3,552.18,61.3,4836.1,1.53,78.0,51.0,1010.0,0.0,0.0,0.0,0.0,19.080836,72.882536,100.0,ON,OK,0,14.9,15.2,1,160548,060626
HAB-MUM-01,16,16:12:40,2026-06-06T16:12:40.901085,15.2,550.29,47.6,4861.8,1.9,-12.0,50.0,1028.0,0.0,0.0,0.0,0.0,19.080862,72.882562,100.0,ON,OK,0,14.7,15.2,1,161240,060626
HAB-MUM-01,16,16:15:42,2026-06-06T16:15:42.224349,15.8,570.22,55.1,4593.7,3.17,57.0,16.0,989.0,0.0,0.0,0.0,0.0,19.080594,72.882294,100.0,ON,OK,0,16.8,15.5,1,161542,060626
HAB-MUM-01,16,16:18:47,2026-06-06T16:18:47.613009,15.7,567.74,64.6,4626.7,0.71,-24.0,20.0,1000.0,0.0,0.0,0.0,0.0,19.080627,72.882327,100.0,ON,OK,0,15.8,15.3,1,161847,060626
HAB-MUM-01,17,16:05:49,2026-06-06T16:05:49.771735,14.5,524.59,63.1,5219.4,1.41,85.0,86.0,998.0,0.0,0.0,0.0,0.0,19.081219,72.882919,100.0,ON,OK,0,14.7,14.4,1,160549,060626
HAB-MUM-01,17,16:12:41,2026-06-06T16:12:41.904002,14.8,534.21,55.6,5083.9,1.03,-38.0,-34.0,968.0,0.0,0.0,0.0,0.0,19.081084,72.882784,100.0,ON,OK,0,14.6,14.9,1,161241,060626
HAB-MUM-01,17,16:15:43,2026-06-06T16:15:43.227562,15.1,546.14,61.2,4918.6,1.66,38.0,76.0,1021.0,0.0,0.0,0.0,0.0,19.080919,72.882619,100.0,ON,OK,0,16.0,15.0,1,161543,060626
HAB-MUM-01,17,16:18:48,2026-06-06T16:18:48.618989,14.9,540.0,58.7,5003.4,3.85,-58.0,57.0,995.0,0.0,0.0,0.0,0.0,19.081003,72.882703,100.0,ON,OK,0,14.0,15.3,1,161848,060626
HAB-MUM-01,18,16:05:50,2026-06-06T16:05:50.782624,14.1,509.38,46.9,5437.8,1.65,-47.0,2.0,1022.0,0.0,0.0,0.0,0.0,19.081438,72.883138,100.0,ON,OK,0,13.5,13.6,1,160550,060626
HAB-MUM-01,18,16:12:42,2026-06-06T16:12:42.910705,14.1,508.85,63.5,5445.5,1.41,17.0,27.0,1028.0,0.0,0.0,0.0,0.0,19.081446,72.883146,100.0,ON,OK,0,14.3,13.6,1,161242,060626
HAB-MUM-01,18,16:15:44,2026-06-06T16:15:44.231418,14.5,524.11,64.2,5226.2,3.59,90.0,44.0,993.0,0.0,0.0,0.0,0.0,19.081226,72.882926,100.0,ON,OK,0,15.3,14.4,1,161544,060626
HAB-MUM-01,18,16:18:49,2026-06-06T16:18:49.624047,14.3,518.62,49.2,5304.5,3.64,-31.0,-36.0,1002.0,0.0,0.0,0.0,0.0,19.081305,72.883005,100.0,ON,OK,0,13.9,14.6,1,161849,060626
HAB-MUM-01,19,16:05:51,2026-06-06T16:05:51.794084,13.4,486.53,66.0,5776.0,0.92,-29.0,-1.0,972.0,0.0,0.0,0.0,0.0,19.081776,72.883476,100.0,ON,OK,0,13.9,13.3,1,160551,060626
HAB-MUM-01,19,16:12:43,2026-06-06T16:12:43.914795,13.6,491.63,63.8,5699.4,2.1,-2.0,-42.0,1032.0,0.0,0.0,0.0,0.0,19.081699,72.883399,100.0,ON,OK,0,14.5,14.0,1,161243,060626
HAB-MUM-01,19,16:15:45,2026-06-06T16:15:45.236453,13.9,504.37,66.7,5510.9,1.41,16.0,9.0,1046.0,0.0,0.0,0.0,0.0,19.081511,72.883211,100.0,ON,OK,0,14.6,13.8,1,161545,060626
HAB-MUM-01,19,16:18:50,2026-06-06T16:18:50.629746,13.7,496.28,65.8,5630.1,2.8,-27.0,91.0,1037.0,0.0,0.0,0.0,0.0,19.08163,72.88333,100.0,ON,OK,0,14.6,14.1,1,161850,060626
HAB-MUM-01,20,16:05:52,2026-06-06T16:05:52.799767,12.9,470.43,56.7,6022.1,1.71,-2.0,84.0,984.0,0.0,0.0,0.0,0.0,19.082022,72.883722,100.0,ON,OK,0,13.4,12.5,1,160552,060626
HAB-MUM-01,20,16:12:44,2026-06-06T16:12:44.921586,12.9,470.16,59.2,6026.3,1.55,-76.0,-33.0,1008.0,0.0,0.0,0.0,0.0,19.082026,72.883726,100.0,ON,OK,0,12.5,13.0,1,161244,060626
HAB-MUM-01,20,16:15:46,2026-06-06T16:15:46.241761,13.3,482.07,61.1,5843.5,3.71,73.0,-38.0,1001.0,0.0,0.0,0.0,0.0,19.081844,72.883544,100.0,ON,OK,0,13.6,13.8,1,161546,060626
HAB-MUM-01,20,16:18:51,2026-06-06T16:18:51.635851,13.3,481.7,62.0,5849.1,2.65,-28.0,57.0,982.0,0.0,0.0,0.0,0.0,19.081849,72.883549,100.0,ON,OK,0,14.1,13.7,1,161851,060626
HAB-MUM-01,21,16:05:53,2026-06-06T16:05:53.813120,12.2,447.79,53.9,6379.9,1.19,-23.0,-15.0,952.0,0.0,0.0,0.0,0.0,19.08238,72.88408,100.0,ON,OK,0,12.3,11.7,1,160553,060626
HAB-MUM-01,21,16:12:45,2026-06-06T16:12:45.925633,12.5,457.36,59.3,6226.9,1.79,-32.0,-84.0,1035.0,0.0,0.0,0.0,0.0,19.082227,72.883927,100.0,ON,OK,0,11.7,12.1,1,161245,060626
HAB-MUM-01,21,16:15:47,2026-06-06T16:15:47.244777,12.6,461.09,55.9,6168.0,3.62,41.0,77.0,982.0,0.0,0.0,0.0,0.0,19.082168,72.883868,100.0,ON,OK,0,12.3,12.9,1,161547,060626
HAB-MUM-01,21,16:18:52,2026-06-06T16:18:52.643354,12.6,460.18,48.9,6182.2,0.7,-71.0,-88.0,999.0,0.0,0.0,0.0,0.0,19.082182,72.883882,100.0,ON,OK,0,13.1,12.7,1,161852,060626
HAB-MUM-01,22,16:05:54,2026-06-06T16:05:54.819826,11.7,434.06,58.8,6604.1,0.73,26.0,45.0,1012.0,0.0,0.0,0.0,0.0,19.082604,72.884304,100.0,ON,OK,0,11.7,11.4,1,160554,060626
HAB-MUM-01,22,16:12:46,2026-06-06T16:12:46.931764,12.0,442.73,65.3,6461.9,1.07,86.0,-60.0,1047.0,0.0,0.0,0.0,0.0,19.082462,72.884162,100.0,ON,OK,0,12.6,12.3,1,161246,060626
HAB-MUM-01,22,16:15:48,2026-06-06T16:15:48.249143,12.0,440.95,65.4,6490.8,3.71,76.0,26.0,966.0,0.0,0.0,0.0,0.0,19.082491,72.884191,100.0,ON,OK,0,12.4,12.5,1,161548,060626
HAB-MUM-01,22,16:18:53,2026-06-06T16:18:53.653041,11.9,437.76,57.2,6543.3,3.49,48.0,-44.0,953.0,0.0,0.0,0.0,0.0,19.082543,72.884243,100.0,ON,OK,0,12.2,12.0,1,161853,060626
HAB-MUM-01,23,16:05:55,2026-06-06T16:05:55.829721,11.3,419.99,62.0,6840.0,1.28,-69.0,-76.0,998.0,0.0,0.0,0.0,0.0,19.08284,72.88454,100.0,ON,OK,0,11.2,10.9,1,160555,060626
HAB-MUM-01,23,16:12:47,2026-06-06T16:12:47.940768,11.5,426.95,65.3,6722.6,1.46,-83.0,-4.0,973.0,0.0,0.0,0.0,0.0,19.082723,72.884423,100.0,ON,OK,0,11.5,12.0,1,161247,060626
HAB-MUM-01,23,16:15:49,2026-06-06T16:15:49.256709,11.2,417.52,57.8,6882.1,2.62,21.0,-52.0,967.0,0.0,0.0,0.0,0.0,19.082882,72.884582,100.0,ON,OK,0,11.6,11.2,1,161549,060626
HAB-MUM-01,23,16:18:54,2026-06-06T16:18:54.658983,11.4,424.51,56.5,6763.5,4.0,-4.0,-60.0,962.0,0.0,0.0,0.0,0.0,19.082764,72.884464,100.0,ON,OK,0,11.0,11.0,1,161854,060626
HAB-MUM-01,24,16:05:56,2026-06-06T16:05:56.842988,10.8,404.98,67.6,7098.7,3.1,33.0,54.0,1015.0,0.0,0.0,0.0,0.0,19.083099,72.884799,100.0,ON,OK,0,10.5,11.3,1,160556,060626
HAB-MUM-01,24,16:12:48,2026-06-06T16:12:48.949066,10.8,407.4,46.0,7056.4,3.76,89.0,24.0,982.0,0.0,0.0,0.0,0.0,19.083056,72.884756,100.0,ON,OK,0,10.7,10.9,1,161248,060626
HAB-MUM-01,24,16:15:50,2026-06-06T16:15:50.262748,10.6,401.28,66.0,7163.6,3.86,44.0,57.0,969.0,0.0,0.0,0.0,0.0,19.083164,72.884864,100.0,ON,OK,0,10.0,10.2,1,161550,060626
HAB-MUM-01,24,16:18:55,2026-06-06T16:18:55.668576,10.7,404.12,46.5,7113.7,1.41,0.0,10.0,1007.0,0.0,0.0,0.0,0.0,19.083114,72.884814,100.0,ON,OK,0,10.0,10.9,1,161855,060626
HAB-MUM-01,25,16:05:57,2026-06-06T16:05:57.850007,10.0,383.2,65.8,7488.2,1.16,1.0,-45.0,987.0,0.0,0.0,0.0,0.0,19.083488,72.885188,100.0,ON,OK,0,9.4,10.2,1,160557,060626
HAB-MUM-01,25,16:12:49,2026-06-06T16:12:49.952916,10.3,391.43,46.8,7339.0,2.31,15.0,-3.0,1026.0,0.0,0.0,0.0,0.0,19.083339,72.885039,100.0,ON,OK,0,10.0,10.6,1,161249,060626
HAB-MUM-01,25,16:15:51,2026-06-06T16:15:51.273391,9.8,379.25,69.6,7560.8,2.12,-13.0,74.0,993.0,0.0,0.0,0.0,0.0,19.083561,72.885261,100.0,ON,OK,0,9.2,9.6,1,161551,060626
HAB-MUM-01,25,16:18:56,2026-06-06T16:18:56.675115,10.3,391.93,56.0,7330.1,1.01,-12.0,-69.0,989.0,0.0,0.0,0.0,0.0,19.08333,72.88503,100.0,ON,OK,0,10.0,10.2,1,161856,060626
HAB-MUM-01,26,16:05:58,2026-06-06T16:05:58.854450,9.5,369.19,49.6,7748.6,0.7,-59.0,-47.0,954.0,0.0,0.0,0.0,0.0,19.083749,72.885449,100.0,ON,OK,0,10.3,9.8,1,160558,060626
HAB-MUM-01,26,16:12:50,2026-06-06T16:12:50.960766,9.7,376.3,58.6,7615.5,3.59,11.0,-40.0,1010.0,0.0,0.0,0.0,0.0,19.083616,72.885316,100.0,ON,OK,0,10.1,10.2,1,161250,060626
HAB-MUM-01,26,16:15:52,2026-06-06T16:15:52.279062,9.3,365.1,46.1,7826.0,1.57,-39.0,-13.0,998.0,0.0,0.0,0.0,0.0,19.083826,72.885526,100.0,ON,OK,0,9.9,9.3,1,161552,060626
HAB-MUM-01,26,16:18:57,2026-06-06T16:18:57.684229,9.8,377.85,61.8,7586.8,2.97,-3.0,-14.0,1033.0,0.0,0.0,0.0,0.0,19.083587,72.885287,100.0,ON,OK,0,9.2,9.4,1,161857,060626
HAB-MUM-01,27,16:05:59,2026-06-06T16:05:59.864093,9.0,357.04,55.6,7980.6,2.07,83.0,-1.0,1038.0,0.0,0.0,0.0,0.0,19.083981,72.885681,100.0,ON,OK,0,8.0,9.4,1,160559,060626
HAB-MUM-01,27,16:12:51,2026-06-06T16:12:51.966416,9.0,356.31,58.0,7994.9,3.09,86.0,54.0,985.0,0.0,0.0,0.0,0.0,19.083995,72.885695,100.0,ON,OK,0,9.9,8.8,1,161251,060626
HAB-MUM-01,27,16:15:53,2026-06-06T16:15:53.282652,8.7,349.13,55.3,8135.3,1.98,0.0,5.0,1030.0,0.0,0.0,0.0,0.0,19.084135,72.885835,100.0,ON,OK,0,8.6,8.7,1,161553,060626
HAB-MUM-01,27,16:18:58,2026-06-06T16:18:58.687604,9.1,359.4,57.6,7935.2,3.27,32.0,82.0,1047.0,0.0,0.0,0.0,0.0,19.083935,72.885635,100.0,ON,OK,0,10.0,8.8,1,161858,060626
HAB-MUM-01,28,16:06:00,2026-06-06T16:06:00.871647,8.4,342.8,70.0,8261.0,1.86,79.0,9.0,1015.0,0.0,0.0,0.0,0.0,19.084261,72.885961,100.0,ON,OK,0,8.7,8.5,1,160600,060626
HAB-MUM-01,28,16:12:52,2026-06-06T16:12:52.971939,8.2,337.75,68.5,8362.9,3.0,100.0,90.0,1006.0,0.0,0.0,0.0,0.0,19.084363,72.886063,100.0,ON,OK,0,7.4,8.7,1,161252,060626
